alarmRaisedTime,alarmName,alarmType
2018-04-08 02:55:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 02:55:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 02:55:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 02:55:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 02:55:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 02:55:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 02:55:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 02:55:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 02:55:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 02:55:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 02:55:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 02:55:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 03:05:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 03:15:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 03:50:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 03:55:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 04:00:27,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 04:00:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 04:00:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 04:00:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 04:00:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 04:00:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 04:00:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 04:00:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 04:00:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 04:00:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 04:00:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 04:00:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 04:00:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 04:15:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 04:20:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 04:40:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 04:50:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 05:40:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 05:50:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 06:20:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 06:20:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 06:20:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 06:40:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 06:55:39,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 07:50:39,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 08:15:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 08:15:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 08:55:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 09:05:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 09:10:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 09:20:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 09:55:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 09:55:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 09:55:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 10:35:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 10:45:39,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 11:25:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 12:20:39,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 13:30:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 14:05:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 14:30:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 15:05:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 15:10:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 15:10:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 15:15:39,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 15:30:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 15:50:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 15:55:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 16:30:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 16:35:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 16:45:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 16:45:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 17:00:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 17:00:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 17:30:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 17:30:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 17:50:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 18:00:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 18:10:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 18:30:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 18:50:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 18:55:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 19:00:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 19:00:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 19:30:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 19:50:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 19:55:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 20:10:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 20:50:39,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 20:55:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 21:35:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 21:40:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 21:55:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 22:05:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 22:35:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-08 23:50:39,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 00:15:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 01:20:52,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 01:30:39,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 01:35:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 01:55:49,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 02:00:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 02:05:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 02:05:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 02:20:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 02:20:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 02:20:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 02:20:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 02:35:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 03:20:41,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 03:25:39,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 03:25:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 04:05:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 04:10:52,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 04:15:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 04:35:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 04:40:39,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 04:40:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 04:50:39,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 04:50:52,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 05:15:39,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 05:25:52,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 05:26:06,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 05:30:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 05:35:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 05:45:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 06:20:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 06:20:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 06:35:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 06:55:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 07:35:27,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 07:50:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 08:20:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 08:40:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 08:40:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 08:40:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 08:40:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 08:40:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 08:40:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 09:25:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 09:50:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 10:15:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 10:40:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 11:10:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 11:10:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 11:25:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 11:25:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 11:25:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 11:30:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 11:45:39,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 12:05:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 12:10:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 12:25:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 12:25:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 12:25:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 12:25:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 12:25:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 12:25:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 12:30:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 12:40:39,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 12:40:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 13:05:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 13:05:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 13:05:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 13:05:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 13:45:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 13:45:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 13:50:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 14:00:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 14:10:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 14:15:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 14:35:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 14:40:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 14:50:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 14:50:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 14:50:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 15:05:39,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 15:20:52,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 15:30:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 15:40:52,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 15:40:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 15:40:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 15:40:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 15:40:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 15:50:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 15:50:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 15:50:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 16:25:52,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 16:25:52,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 16:30:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 16:35:54,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 17:00:10,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:11,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:12,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:12,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:12,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:20,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:20,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:21,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:21,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:21,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:23,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:24,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:33,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:33,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:33,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:34,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:35,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:37,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:38,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:38,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:41,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:42,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:49,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:51,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 16:50:53,Device Management IP is Unreachable,COMMUNICATIONS ALARM
2018-04-09 17:00:52,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:54,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:57,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:58,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:58,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:59,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:55,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:59,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:00:56,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:02,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:01,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:01,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:01,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:02,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:02,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:03,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:03,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:03,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:03,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:04,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:07,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:08,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:13,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:13,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:14,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:14,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:14,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:14,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:15,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:16,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:16,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:16,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:16,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:17,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:21,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:23,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:24,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:24,Memory Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:24,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:26,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
2018-04-09 17:01:26,Temperature Absolute High,QUALITY_OF_SERVICE_ALARM
